Topic,Count,Name,Representation,Representative_Docs
332,16,332_fake_news_spam_job,"['fake', 'news', 'spam', 'job', '146', 'detroll', '948', 'trolls', 'aminta', 'genuine']","['analysis fake news detection graph neural network gnn deep learning', 'performance comparison machine learn classifier fake news detection', 'hybrid approach deep fake detection deep learning algorithm']"
333,16,333_heuristic_meta_hybridise_cluster,"['heuristic', 'meta', 'hybridise', 'cluster', 'mutation', 'trait', 'alliance', 'optimisation', 'metaheuristic', 'genetic']","['cluster modified mutation strategy differential evolution publish pertanika journal science technology vol 28 2020 issn 0128 7680 issn 2231 8526', 'build hybridise meta heuristic optimisation algorithm efficient cluster analysis', 'build hybridise meta heuristic optimisation algorithm efficient cluster analysis']"
334,16,334_polyaniline_nanocomposite_electrical_magnetoresistance,"['polyaniline', 'nanocomposite', 'electrical', 'magnetoresistance', 'nanotube', 'functionalization', 'conductivity', 'pva', 'sulfide', 'taconic']","['explore charge transport mechanism electrical conductivity dielectric property polyaniline tin sulfide nanocomposite polymer composites 2025 1–12', 'explore charge transport mechanism electrical conductivity dielectric property polyaniline tin sulfide nanocomposite', 'influence chemical functionalization carbon nanotube low temperature ac conductivity polyaniline composite']"
335,16,335_forensic_forensics_digital_validity,"['forensic', 'forensics', 'digital', 'validity', 'hash', 'tools', 'evidence', 'acquisition', 'ease', 'cloudaw']","['future ai drive digital forensics', 'digital forensics investigation cloud(aw', 'explore digital mobile forensics comprehensive survey security countermeasures proactive forensic approaches']"
336,16,336_photon_entangled_entangle_optics,"['photon', 'entangled', 'entangle', 'optics', 'illumination', 'intense', 'pair', 'quantum', 'polarization', 'collinear']","['pump intensity scaling photon absorption photon statistics entangled photon fields', 'quantum illumination polarization entangle photon pair enhance object detection', 'dimensional electronic spectroscopy intense entangled photon beam']"
337,16,337_slope_cooling_al15mg_si45si,"['slope', 'cooling', 'al15mg', 'si45si', 'slurry', 'a356', 'rheocast', 'rheoprocessing', 'a380', 'al7si03mg']","['effect melt treatment microstructure evolution coarsening mechanism a356 al alloy cooling slope rheoprocessing', 'microstructural morphology mechanical properties cooling slope rheocast a380 al alloy', 'microstructure evolution cooling slope rheoprocessing novel al-15mg si-4.5si composite']"
338,16,338_islanding_phasor_generator_inverters,"['islanding', 'phasor', 'generator', 'inverters', 'interfaced', 'forming', 'tie', 'srf', 'grid', 'pll']","['generalized framework state feedback base islanding detection distributed generator', 'design tuning state feedback base islanding detection distributed generator', 'design tuning state feedback base islanding detection distributed generator']"
339,15,339_compression_lossless_petabyte_dpc,"['compression', 'lossless', 'petabyte', 'dpc', 'dfa', 'lzw', 'llm', 'bandwidth', 'ts', 'goodness']","['lossless compression technique low bandwidth io ts', 'optimal lossless data compression methodology', 'lossless compression technique low bandwidth network']"
340,15,340_niobate_lithium_birefringence_waveguides,"['niobate', 'lithium', 'birefringence', 'waveguides', 'multimode', 'reflection', 'waveguide', 'insulator', 'demultiplexer', 'internal']","['parametric analysis comparative study multimode waveguide lithium niobate insulator silicon insulator platform', 'total internal reflection interface lithium niobate crystal', 'birefringence management hybrid lithium niobate insulator waveguides']"
341,15,341_mesh_backhaul_wifi_interference,"['mesh', 'backhaul', 'wifi', 'interference', 'wireless', 'multicast', 'routing', 'pdscm', 'globa', 'informant']","['cluster algorithm mitigate intra inter cell interference backhaul wireless mesh networks', 'channel allocation scheme mitigate interference backhaul wireless mesh networks', 'interference aware routing backhaul wireless mesh networks']"
342,15,342_poly_polyvinylpyrrolidone_nitroaniline_vinylidene,"['poly', 'polyvinylpyrrolidone', 'nitroaniline', 'vinylidene', 'ethyl2', 'oxazolinepolyvinylpyrrolidone', 'dielectric', 'press', 'electrical', 'antimicrobial']","['polymer composite poly vinylidene fluoride methyl- nitroaniline hot press technique structural optical electrical property', 'polymer composite poly vinylidene fluoride)—2 methyl-4 nitroaniline hot press technique structural optical electrical property', 'polymer composite poly vinylidene fluoride methyl- nitroaniline hot press technique structural optical electrical property']"
343,15,343_cyber_physical_industrial_automation,"['cyber', 'physical', 'industrial', 'automation', 'polling', 'aiot', 'k8', 'classified', 'ckmi', 'counteracting']","['security perspective analysis industrial cyber physical systems cps decade wide survey', 'cyber physical system advances applications cyber security', 'secure energy efficient cyber physical system framework generation industrial automation']"
344,15,344_equalizer_cell_packs_balancing,"['equalizer', 'cell', 'packs', 'balancing', 'battery', 'voltage', 'switch', 'count', 'equalization', 'active']","['modular fast cell cell battery voltage equalizer', 'low frequency selection switch based cell cell battery voltage equalizer reduced switch count', 'selection switch based cell cell battery voltage equalizer reduced switch count']"
345,15,345_swirling_vortex_precessing_jet,"['swirling', 'vortex', 'precessing', 'jet', 'swirl', 'nozzle', 'wavemaker', 'centerbody', 'transversely', 'intermittency']","['suppression intermittency precessing vortex core oscillations swirl nozzle', 'impact centerbody unsteady flow dynamics swirl nozzle intermittency precessing vortex core oscillations', 'weakly nonlinear analysis precessing vortex core oscillation variable swirl turbulent round jet']"
346,15,346_intrusion_singapore_kalnoor_gauri,"['intrusion', 'singapore', 'kalnoor', 'gauri', 'lecture', 'markov', 'notes', 'springer', 'vacation', 'bvs']","['framework markov bayes model intrusion detection wireless sensor network icdsmla 2020 lecture notes electrical engineering vol 783 springer singapore', 'model base system intrusion detection novel technique hide markov bayesian wireless sensor network information communication technology competitive strategies ictcs 2020 lecture notes networks systems vol 191 springer singapore', 'intrusion detection system pattern matching techniques wireless sensor networks innovations computer science engineering lecture notes networks systems vol 32 springer singapore author gauri kalnoor jayashree agarkhed']"
347,15,347_license_helmet_plate_rider,"['license', 'helmet', 'plate', 'rider', 'number', 'automatic', 'bike', 'ride', 'surveillance', 'multiwavelet']","['retract machine learn base surveillance system detection bike rider helmet triple ride', 'machine learn base surveillance system detection bike rider helmet triple ride', 'automatic license plate recognition bikers helmet']"
348,15,348_integral_equation_solver_tridiagonal,"['integral', 'equation', 'solver', 'tridiagonal', 'fast', 'electrodynamic', 'regularized', 'schur', 'electric', 'solution']","['schur decomposition fast direct solver volume surface integral equation', 'antenna array analysis fast volume surface integral equation', 'multi level power series solution large surface volume electric field integral equation']"
349,15,349_category_cohomology_entwined_comodule,"['category', 'cohomology', 'entwined', 'comodule', 'module', 'grothendieck', 'contramodule', 'galois', 'hopf', 'measuring']","['comodule theory grothendieck category relative hopf object', 'category module comodule contramodule representation', 'entwined module linear category galois extension']"
350,15,350_phased_array_beamforming_aperiodic,"['phased', 'array', 'beamforming', 'aperiodic', 'spaced', 'rounding', 'arrays', 'scan', 'quantized', 'board']","['composite axis scan method active phased array', 'performance evaluation beamforming techniques phased array antennas', 'wide scan wideband antenna array design phased array application band']"
351,15,351_wavelet_iir_haar_quadrature,"['wavelet', 'iir', 'haar', 'quadrature', 'vol11', '22489622', 'ijera', 'kalavakkam', 'ssn', 'wispnet']","['fir filter design wavelet coefficients 4th international conference wireless communications signal processing networking wispnet -2019 ssn college engineering kalavakkam tamilnadu 21- 23 march', 'wavelet design learning framework', 'learning approach wavelet design']"
352,15,352_nucleic_care_point_amplification,"['nucleic', 'care', 'point', 'amplification', 'urine', 'diagnostic', 'tuberculosis', 'acid', 'adsorbents', 'recombinase']","['nucleic acid quantification amplicon yield recombinase polymerase amplification', 'nucleic acid quantification amplicon yield recombinase polymerase amplification', 'paper base nucleic acid sample preparation point care diagnostic']"
353,14,353_systolic_array_approximate_error,"['systolic', 'array', 'approximate', 'error', 'diluted', 'inexact', 'arrays', 'architecture', 'stationary', 'balanced']","['meta heuristic optimization designing error diluted weight stationary approximate systolic array architecture', 'performance aware design approximate integrated mac factor systolic array accelerators', 'integrated mac base systolic arrays design performance evaluation']"
354,14,354_hate_speech_offensive_hasoc,"['hate', 'speech', 'offensive', 'hasoc', 'multitarget', 'aryan', 'subtrack', 'conversational', 'english', 'fire']","['hate speech recognition machine learning', 'hate speech detection deep learning model', 'overview hasoc subtrack fire 2021 hate speech offensive content identification english indo aryan languages conversational hate speech']"
355,14,355_fire_siren_capsule_explosive,"['fire', 'siren', 'capsule', 'explosive', 'forest', 'animal', 'nose', 'speculation', 'efdnose', 'extinguisher']","['design evaluation early fire detector human space capsule', 'automated fire sensing fire extinguisher module', 'real time smart forest fire detection monitoring system iot machine learning']"
356,14,356_plasmon_plasmonic_polarized_photon,"['plasmon', 'plasmonic', 'polarized', 'photon', 'modes', 'nanofiber', 'emission', 'midir', 'arrow', 'tamm']","['plasmon enhance polarized single photon emission optical fiber', 'bright polarized fiber line single photon source base plasmon enhance emission nanofiber guided modes', 'plasmon enhance polarized single photon emission fiber guided modes']"
357,14,357_madhukar_reynolds_ramamohan_tr,"['madhukar', 'reynolds', 'ramamohan', 'tr', 'force', 'periodically', 'suspension', 'newtonian', 'spherical', 'shivakumara']","['study dilute suspension periodically force spherical particles oscillating newtonian fluid low reynolds numbers krishnamurthy tr ramamohan indian journal science technology 10 27', 'effect constant bias force dynamic periodically force spherical particle newtonian fluid low reynolds number madhukar tr ramamohan shivakumara aip conference proceedings 1281 43 46', 'dynamic rheology dilute suspension periodically force neutrally buoyant spherical particle quiescent newtonian fluid low reynolds number tr ramamohan shivakumara madhukar fluid dynamics research 43 045502 author tr ramamohan shivakumara madhukar lin']"
358,14,358_underwater_autonomous_vehicles_safe,"['underwater', 'autonomous', 'vehicles', 'safe', 'navigation', 'boat', 'oa', 'rrtcbf', 'sailing', 'unreal']","['design adaptive depth control autonomous underwater vehicle type-2 fuzzy logic controller', 'safe navigation autonomous underwater vehicles physics informed neural networks', 'safe predictive path planning autonomous underwater vehicles dynamic cluttered environment']"
359,14,359_voting_blockchain_hyperledger_things,"['voting', 'blockchain', 'hyperledger', 'things', 'issue5s', 'winner', 'uidai', '3878volume8', 'sawtooth', 'aadhaar']","['private secure blockchain base mechanism online voting system', 'secure digital voting system base blockchain technology survey', 'voting application blockchain technology']"
360,14,360_crime_2395_means_crix,"['crime', '2395', 'means', 'crix', 'demographics', 'dominancy', 'ijgdc', '6379', '34march', 'vol14no']","['crime prediction forecasting voting classifier', 'crime inspection prediction', 'crime forecasting theoretical approach']"
361,14,361_grenze_solar_iet_lighting,"['grenze', 'solar', 'iet', 'lighting', 'installation', 'feasibility', 'renewable', 'venkatesh', 'boddapati', 'powered']","['modern tools design feasibility performance assessment hybrid renewable energy systems grenze international journal engineering technology june 2024 issue grenze id 01.gijet.10.2.54', 'design feasibility analysis solar pv array installation construction high rise residential building scopus indexed author venkatesh boddapati avinash sreeram nandikatti s.arul daniel', 'modern tools design feasibility performance assessment hybrid renewable energy systems grenze international journal engineering technology june issue authors venkatesh boddapati nethravathi nindra sekhar mamatha m.n']"
362,14,362_enclosure_trapezoidal_convection_sasi,"['enclosure', 'trapezoidal', 'convection', 'sasi', 'rekha', 'cavity', 'diffusive', 'rectangular', 'porous', 'incline']","['analytical study double diffusive convection rectangular enclosure bounded porous line thermal radiation', 'numerical studies natural convection trapezoidal enclosure discrete heating', 'natural convection porous trapezoidal enclosure non uniform heating']"
363,14,363_diffusion_memorization_debiasing_stochd,"['diffusion', 'memorization', 'debiasing', 'stochd', 'loss', 'validity', 'hyperdimensional', 'degeneracy', 'matter', 'multiagent']","['asynchronous stochastic approximations asymptotically biased errors deep multiagent learning', 'memorization deep neural networks loss function matter', 'memorization deep neural networks loss function matter']"
364,14,364_transformer_solid_modular_ac,"['transformer', 'solid', 'modular', 'ac', 'winding', 'transformers', 'architecture', 'modalities', '12kv', '5kw']","['design phase multi winding transformer high frequency ac power distribution architecture space application', 'layout design 1.2kv 5kw 50khz sic base neutral point clamp leg modular medium voltage ac lvdc solid state transformer', 'control architecture solid state transformer effective power sharing']"
365,14,365_neutrosophic_quadripartitioned_fuzzy_hesitant,"['neutrosophic', 'quadripartitioned', 'fuzzy', 'hesitant', '56569', 'ijns', 'multiobjective', 'membership', 'span', 'programming']","['clustering approach base quadripartitioned neutrosophic minimal span tree application probabilistic membership value', 'clustering approach base quadripartitioned neutrosophic minimal span tree application probabilistic membership value', 'multi criterion group decision make algorithm quadripartitioned neutrosophic weight aggregation operator quadripartitioned neutrosophic number ipqsvnss environment']"
366,14,366_nematic_disperse_crystal_liquid,"['nematic', 'disperse', 'crystal', 'liquid', 'cyano4pentylbiphenyl', 'cryst', 'mwcnts', 'dielectric', 'enamide', 'liq']","['dielectric optical absorption study mwcnts disperse nematic liquid crystal', 'improvement electro optical dielectric property silver nanoparticle disperse nematic liquid crystal', 'improvement electro optical dielectric property silver nanoparticle disperse nematic liquid crystal']"
367,14,367_spark_mapreduce_apache_hadoop,"['spark', 'mapreduce', 'apache', 'hadoop', 'hive', 'torquedb', 'misconfigurations', 'attestation', 'aadhaar', 'bare']","['memory aware optimize hadoop mapreduce model cloud computing environment', 'implementation performance analysis dynamic partitioning graph apache spark', 'implementation cascade learning apache spark']"
368,14,368_combustion_gdalo3_aluminate_solution,"['combustion', 'gdalo3', 'aluminate', 'solution', 'nanoparticle', 'zinc', 'sm3', 'magnesium', 'synthesis', '101246']","['pot solution combustion synthesis nano dicalcium magnesium aluminate effective utilization hazardous fluoride removal kinetic equilibrium reusability study', 'reformed solution combustion approach probe structural dielectric property sm3 dope gdalo3 nanoparticle', 'modified solution combustion approach probing structural dielectric properties sm3 dope gdalo3 nanoparticle']"
369,14,369_slice_slicing_queueing_scheduling,"['slice', 'slicing', 'queueing', 'scheduling', 'redistributions', 'testbeds', 'slicenet', 'pox', 'simpy', 'eeso']","['predictive dynamic scaling multi slice slice connected users system resource scheduling', 'optimization result slice slice scheduling', 'network slicing edge networks controlled slice redistributions']"
370,14,370_demultiplexer_dwdm_photonic_inverse,"['demultiplexer', 'dwdm', 'photonic', 'inverse', 'crystal', 'wavelength', 'linewidth', 'trapezium', 'itu', 'channel']","['12.5 ghz spectral linewidth optical dwdm photonic crystal demultiplexer band communication window', 'photonic crystal base 2d demultiplexer dwdm systems', 'channel dwdm demultiplexer band silicon photonic crystal slab design numerical analysis']"
371,14,371_hydrogel_gelation_cascades_quadruplex,"['hydrogel', 'gelation', 'cascades', 'quadruplex', 'biocatalytic', 'antimicrobial', 'responsive', 'emulsion', 'stimuli', 'therapeutic']","['oxidize dextran thiolate chitosan base hydrogel drive biomimetic triple negative breast cancer 3d vitro model cancer progression therapeutic study', 'quadruplex hydrogel based stimuli responsive high internal phase emulsion scaffold biocatalytic cascades synergistic antimicrobial activity', 'quadruplex hydrogel base stimuli responsive high internal phase emulsion scaffold biocatalytic cascades synergistic antimicrobial activity']"
372,13,372_transistor_thin_transistors_film,"['transistor', 'thin', 'transistors', 'film', 'electrolytegate', 'highpower', 'backplane', 'thinfilm', 'biasstress', 'selfheale']","['superior positive bias stress stability print electrolyte gate oxide thin film transistor additional ultra thin oxide insulator layer', 'adaptive dielectric thin film transistor device physics modeling', 'challenge type oxide base thin film transistor']"
373,13,373_nanowire_nanowires_misfit_tas,"['nanowire', 'nanowires', 'misfit', 'tas', 'te', 'radial', 'quaternary', 'hightemperature', 'vls', 'kohler']","['structure property tubular structure base quaternary misfit layered compound sm 1− tas', 'unravel decomposition pathways las tas misfit layered compound nanostructures extreme electrical currents situ tem', 'design complex radial heterostructure te bi te te bi 2- pb te nanowire fundamental mechanistic insight nanowire growth evolution']"
374,13,374_masonry_brick_shells_block,"['masonry', 'brick', 'shells', 'block', 'compressed', 'stress', 'cylindrical', 'strength', 'earth', 'slenderness']","['stabilise compressed earth block masonry', 'sustainable low rise confine masonry construction reinforce concrete fill masonry construction correlative review', 'shear bond strength brick masonry']"
375,13,375_retrieval_content_moments_image,"['retrieval', 'content', 'moments', 'image', 'inquisition', 'ihbm', 'hu', 'hilex', 'extraction', 'color']","['relevance aware content base image retrieval deep hybrid feature extraction', 'enhance content base image retrieval performance optimized feature selection', 'ai base feature extraction content based image retrieval']"
376,13,376_swarm_robots_exploration_planning,"['swarm', 'robots', 'exploration', 'planning', 'trochoidal', 'swarmesh', 'gengrid', 'forrobot', 'ducts', 'path']","['coordinated search mapping swarm robots', 'autonomous shape formation morphing dynamic environment swarm robots extend abstract', 'design development swarm robots collaborative planetary exploration']"
377,13,377_rayleigh_benard_magnetoconvection_sinusoidal,"['rayleigh', 'benard', 'magnetoconvection', 'sinusoidal', 'bnard', 'convection', 'liquids', 'viscoelastic', 'liquid', 'comput']","['onset stability heat transfer rayleigh benard magnetoconvection variable viscosity thermal gravity modulation', 'non linear rayleigh benard magnetoconvection temperature sensitive newtonian liquid heat source', 'non linear rayleigh benard magneto convection temperature sensitive newtonian liquids variable heat source']"
378,13,378_streaming_codes_erasures_burst,"['streaming', 'codes', 'erasures', 'burst', 'optimal', 'small', 'size', 'elliott', 'rate', 'gilbert']","['streaming codes handle combination burst random erasures', 'explicit rate optimal streaming codes small field size', 'rate optimal streaming codes channels burst random erasures']"
379,13,379____,"['', '', '', '', '', '', '', '', '', '']","['', '', '']"
380,13,380_lagrangian_helicity_reactive_em,"['lagrangian', 'helicity', 'reactive', 'em', 'antennas', 'density', 'near', 'antenna', 'arrays', 'mutual']","['characterization reactive energy density antenna near field em lagrangian density', 'antenna mutual coupling near field insight em lagrangian density complex helicity', 'antenna mutual coupling near field insight reactive helicity em lagrangian density']"
381,13,381_cache_private_coded_combinatorial,"['cache', 'private', 'coded', 'combinatorial', 'retrieval', 'access', 'caches', 'caching', 'privacy', 'aided']","['security privacy linear function retrieval multi access combinatorial topology private cache', 'combinatorial multi access coded cache private cache', 'security privacy linear function retrieval combinatorial multi access coded cache private cache']"
382,13,382_microservice_microservices_sizing_teastore,"['microservice', 'microservices', 'sizing', 'teastore', 'scaling', 'petri', 'benchmarks', 'decompose', 'synthetic', 'workloads']","['sizing coordinated scaling microservice', 'cost aware resource sizing scaling microservice', 'performance characterization communication protocols microservice applications']"
383,13,383_soliton_floquet_solitons_polariton,"['soliton', 'floquet', 'solitons', 'polariton', 'states', 'period', 'topological', 'orbital', 'inscribed', 'solitonlike']","['period double floquet solitons', 'optical control dimensional topological end states soliton formation', 'period double floquet soliton']"
384,13,384_couette_poiseuille_porous_plane,"['couette', 'poiseuille', 'porous', 'plane', 'stability', 'flows', 'flow', 'superposedporous', 'vortical', 'superpose']","['change hydrodynamic stability plane porous couette flow vertical throughflow', 'benchmark solution hydrodynamic stability plane porous couette flow', 'forced linear shear flows rotation rotating couette poiseuille flow stability astrophysical implications']"
385,13,385_iec_61850_substation_scada,"['iec', '61850', 'substation', 'scada', 'substations', 'mms', '62351', 'adapting', 'maker', 'iec61850']","['similarity metrics digital devices iec 61850 substation vulnerability assessment', 'survey ml resources iec 61850 power grid security', 'domain aware machine learning iec 61850 mms intrusion detection']"
386,13,386_radar_bumper_ambiguity_automotive,"['radar', 'bumper', 'ambiguity', 'automotive', 'mimo', 'array', 'painted', 'binomial', 'antenna', 'fed']","['impact automotive mimo radar performance permittivity variation bumper material insight bi directional loss antenna array ambiguity function', 'effect painted bumper automotive mimo radar performance study bi directional loss antenna array ambiguity function', 'antenna array ambiguity function based study integration effect 2d automotive mimo radar antenna place painted bumper']"
387,13,387_piezoelectric_actuator_bondable_33,"['piezoelectric', 'actuator', 'bondable', '33', 'actuate', 'piezo', 'piezoceramic', 'stack', 'vibration', 'actuation']","['nonlinear modeling 33 -mode piezoelectric actuator experimental vibration analysis', 'design modeling surface bondable piezoelectric stack actuator actuation large structure', 'design modeling testing 33 -mode surface bondable multilayer piezoelectric actuator']"
388,13,388_stainless_weld_steel_316l,"['stainless', 'weld', 'steel', '316l', 'galvanize', 'austenitic', '2205', 'weldment', 'galvanized', 'dissimilar']","['characteristic stainless steel galvanize steel joint effect stainless steel composition weld parameter', 'electron backscattered diffraction analysis welded interface post weld heat treat 2205 duplex stainless steel 316l austenitic stainless steel dissimilar weldment', 'microstructural mechanical properties post weld heat treat 2205 duplex stainless steel 316l austenitic stainless steel dissimilar weldments']"
389,13,389_biochar_dye_2522_biosorbent,"['biochar', 'dye', '2522', 'biosorbent', 'sugarcane', 'wastewater', 'removal', 'methylene', 'basic', 'ulva']","['batch column study removal methylene blue dye microalgae biochar', 'sugarcane bagasse valorize superabsorbent graft copolymer efficient deposition crystal violet indigo carmine dye aqueous solution emergent materials 2022 1485–1493 issn 2522 5731 print 2522 574x online', 'techno economic feasibility biochar biosorbent basic dye sequestration']"
390,12,390_rankine_cycle_organic_sorption,"['rankine', 'cycle', 'organic', 'sorption', 'ammoniate', 'orc', 'recovery', 'tube', 'exchanger', 'shell']","['design implementation control strategy dynamic organic rankine cycle‐base power system context industrial waste heat recovery', 'modified kinetic gas molecule optimization fluid organic rankine cycle shell tube heat exchanger', 'optimization shell tube heat exchanger design organic rankine cycle system kinetic gas molecule optimization']"
391,12,391_sars_cov2_docking_drug,"['sars', 'cov2', 'docking', 'drug', 'protease', 'pharmacokinetic', 'molecular', 'main', 'protein', 'aryl2']","['potential role procyanidin therapeutic agent sars cov-2 text mining molecular docking molecular dynamic simulation approach', 'drug repurposing approach target main protease sars cov-2 exploit neighbourhood behaviour 3d protein structural space 2d chemical space small molecules', 'repurpose drug main protease sars cov-2 mechanism base insight support available laboratory clinical datum']"
392,12,392_tank_locus_tuning_controller,"['tank', 'locus', 'tuning', 'controller', 'pid', 'integer', 'order', 'pi', 'interact', 'conical']","['implementation online self tune fuzzy pi stfpi controller conical tank system', 'real time servo analysis non linear conical tank level control root locus technique', 'online tuning pi controller spherical tank system root locus technique regulatory operation']"
393,12,393_regulatory_wi_telecommunications_fi,"['regulatory', 'wi', 'telecommunications', 'fi', 'programme', 'interventions', 'public', 'india', 'restructured', 'quo']","['modelling analysis regulatory interventions sustainable public wi fi programs', 'study economic regulatory aspects public wi fi programme india', 'modelling analysis regulatory interventions sustainable public wi fi programme case india']"
394,12,394_yoga_pose_movenet_exercise,"['yoga', 'pose', 'movenet', 'exercise', 'checker', 'posewatch', 'hrv', 'juxtaposition', 'exercises', 'corrective']","['survey investigate machine learning approaches real time yoga pose rectification', 'real time yoga pose recognition classification movenet deep learning model computer vision', 'multi stage transfer learning base yoga pose recognition cnn']"
395,12,395_compressible_central_stiffened_discontinuity,"['compressible', 'central', 'stiffened', 'discontinuity', 'mixture', 'splitting', 'solver', 'difference', 'schlieren', 'calabi']","['kinetic flux difference splitting method compressible flow', 'simple robust contact discontinuity capture central algorithm high speed compressible flow', 'simple central algorithms capturing contact discontinuity multi component mixture equations stiffened gas equation state']"
396,12,396_artery_stenose_blood_stenosis,"['artery', 'stenose', 'blood', 'stenosis', 'slip', 'coronary', 'velocity', 'arterial', 'flow', 'aneurysmic']","['geometry stenosis effect blood flow artery theoretical study', 'time dependent study blood flow aneurysmic stenose coronary artery inelastic wall', 'study blood flow newtonian non newtonian approach stenose artery']"
397,12,397_itemsets_mining_frequent_rule,"['itemsets', 'mining', 'frequent', 'rule', 'association', 'apriori', 'customer', 'utility', 'tree', 'pes0503016']","['dynamic association mining techniques faster extraction high utility itemsets incremental database', 'fast effective tree base mining technique extraction high utility itemsets', 'computational algorithm high mining itemsets effective']"
398,12,398_tactile_cyber_physical_tsn,"['tactile', 'cyber', 'physical', 'tsn', 'testbe', 'testbed', 'edgep4', 'tcpsbe', 'tacs', 'intercity']","['assess quality control tactile cyber physical systems', 'quality control assessment tactile internet base cyber physical systems', 'quality control assessment tactile cyber physical systems']"
399,12,399_lignin_choline_diafiltration_ultrafiltration,"['lignin', 'choline', 'diafiltration', 'ultrafiltration', 'lactic', 'comprise', 'chloride', 'plastic', 'neyveli', 'brine']","['bio cleaning improve mechanical property lignin base carbon fiber', 'ultrafiltration base diafiltration post delignification fractionation lignin deep eutectic solvent comprise lactic acid choline chloride', 'flux decline crossflow ultrafiltration base diafiltration process lignin recovery deep eutectic solvent comprise lactic acid choline chloride']"
400,12,400_pzt_optic_electro_modulator,"['pzt', 'optic', 'electro', 'modulator', 'deposited', 'sputtered', 'sputter', 'soften', 'mgo', 'silicon']","['silicon load waveguide sputter deposited pzt mgo platform chip electro optic application', 'sputter deposited pzt silicon electro optic modulator', 'sputter deposited pzt pattern silicon optimization band electro optic modulation']"
401,12,401_cyberbullying_bullying_social_cyber,"['cyberbullying', 'bullying', 'social', 'cyber', 'healthier', 'gcns', 'bigotry', 'cyberbullye', 'medium', 'aggressive']","['smart cyberbullying detection machine learning', 'detection cyberbullying social media code mixed data', 'detect cyberbullying social medium deep learning approach']"
402,11,402_swarm_particle_optimization_ufmc,"['swarm', 'particle', 'optimization', 'ufmc', 'utc', 'rfss', 'apsk', 'scrambled', 'sapso', 'roadways']","['particle swarm optimization base digital fir filter design', 'new approach momentum particle swarm optimization', 'particle swarm optimization design beam']"
403,11,403_interdiffusion_nial_pt_coat,"['interdiffusion', 'nial', 'pt', 'coat', 'bond', 'superalloy', 'zone', 'b2', 'growth', 'cm247lc']","['effect pt diffusion controlled growth characteristics interdiffusion zone cm247lc superalloy ni(pt)al bond coat', 'synergistic effect pt addition ni pt)craly bond coat oxide spallation resistance growth interdiffusion zone bond coat ni base single crystal superalloy', 'diffusion defect understand growth multicomponent interdiffusion zone pt modify b2 nial bond coat single crystal superalloy']"
404,11,404_weno_unstructured_meshless_lsfd,"['weno', 'unstructured', 'meshless', 'lsfd', 'solver', 'twophase', 'compressible', 'meshes', 'discretization', 'finite']","['order weno scheme unstructured meshes', 'constrained square base adaptive order finite volume weno scheme simulation viscous compressible flow unstructured grid', 'high order weno discretization base simulation multiphase compressible flow unstructured grid']"
405,11,405_spam_message_email_spambot,"['spam', 'message', 'email', 'spambot', 'sms', 'mails', 'cresci2017', 'malevolent', 'baye', 'transcript']","['framework spam toxicity level detection machine learning model', 'time window based adaptive deep ensemble robust spam detection', 'efficient spam email classification machine learning algorithms']"
406,11,406_biowaste_nanosphere_modulus_polyurethane,"['biowaste', 'nanosphere', 'modulus', 'polyurethane', 'synthesized', 'roadmap', 'tensile', 'nanomaterials', 'cellulose', 'elastic']","['enhancement tensile strength elastic modulus bio waste base carbon nanosphere dope polymer nanocomposite', 'enhancement tensile strength elastic modulus bio waste base carbon nanosphere dope polymer nanocomposite', 'enhancement tensile strength elastic modulus bio waste base carbon nanosphere dope polymer nanocomposite']"
407,11,407_diketopyrrolopyrrole_diketopyrrolopyrrolebased_ambipolar_conjugated,"['diketopyrrolopyrrole', 'diketopyrrolopyrrolebased', 'ambipolar', 'conjugated', 'polarons', 'delocalize', 'cmoslike', 'pentacenediketopyrrolopyrrole', 'governs', 'nearinfrared']","['ionic charge storage diketopyrrolopyrrole base redox active conjugated polymers', 'diketopyrrolopyrrole base polymer type organic electrochemical transistor', 'electrochemical stability ambipolar charge transport diketopyrrolopyrrole base organic materials']"
408,11,408_answering_question_visual_transformers,"['answering', 'question', 'visual', 'transformers', 'vqars', 'associations', 'visquelle', 'elementary', 'kvqa', 'rmlvqa']","['concept drive interpretability medical visual question answering', 'visual question answering videos deep learning', 'open end free form visual question answering modeling vqa factoid question answering problem']"
409,11,409_constraints_inference_rates_nonparametric,"['constraints', 'inference', 'rates', 'nonparametric', 'information', 'randomness', 'chi', 'cuprates', 'surprise', 'shared']","['inference information constraints ii communication constraints shared randomness', 'inference information constraints iii local privacy constraints', 'inference information constraints iii local privacy constraints']"
410,11,410_parkinson_tremor_datscan_disease,"['parkinson', 'tremor', 'datscan', 'disease', 'mdvp', 'spoon', 'ergonomic', 'diagnosis', 'early', 'prognosis']","['advance parkinson detection intelligent algorithm', 'feature extraction classification ensemble method enhance parkinson disease prediction', 'review parkinson disease detection']"
411,11,411_adversarial_defense_attacks_attack,"['adversarial', 'defense', 'attacks', 'attack', 'cryptoeyes', 'defenses', 'infocom', 'box', 'grad', 'defend']","['efficient algorithmic models improved adversarial attacks defense deep learning base image recognition model', 'data free defense black box models adversarial attacks', 'adversarial attacks defense strategy deep learning']"
